order_id,customer_id,order_date,total_amount_idr,shipping_city,shipping_province,shipping_cost_idr,payment_method,order_status,promo_code,discount_amount_idr,courier
ORD001428,CUST0685,2025-01-16,907000,Bekasi,Jawa Barat,13065,Transfer Bank,delivered,,,Anteraja
ORD001429,CUST0590,2023-10-04,199000,Bandung,Jawa Barat,11162,OVO,delivered,,,SiCepat
ORD001430,CUST0001,2024-06-30,626000,Semarang,Jawa Tengah,16404,Transfer Bank,shipped,,,JNE
ORD001431,CUST0347,2024-03-19,1247000,Depok,Jawa Barat,12552,OVO,delivered,,,SiCepat
ORD001432,CUST0045,2023-01-16,1036000,Bandung,Jawa Barat,13091,Transfer Bank,delivered,,,JNE
ORD001433,CUST0317,2024-05-07,465000,Balikpapan,Kalimantan Timur,37170,Transfer Bank,shipped,,,SiCepat
ORD001434,CUST0725,2023-05-27,329000,Makassar,Sulawesi Selatan,35325,Transfer Bank,delivered,,,J&T
ORD001435,CUST0742,2023-02-09,102077,Bandung,Jawa Barat,14144,GoPay,delivered,NEWUSER,26923,JNE
ORD001436,CUST0703,2024-02-21,383132,Semarang,Jawa Tengah,13678,OVO,delivered,RAMADAN23,23868,J&T
ORD001437,CUST0142,2024-01-10,796000,Pontianak,Kalimantan Barat,36379,Transfer Bank,processing,,,J&T
ORD001438,CUST0666,2024-07-01,406000,Jakarta,DKI Jakarta,9710,GoPay,processing,,,J&T
ORD001439,CUST0461,2024-07-30,206224,Bekasi,Jawa Barat,12881,OVO,delivered,HARBOLNAS22,42776,Anteraja
ORD001440,CUST0688,2024-06-28,4318,Malang,Jawa Timur,18801,GoPay,delivered,HARI BELANJA,44682,J&T
ORD001441,CUST0138,2024-09-16,350012,Padang,Sumatera Barat,29907,Transfer Bank,delivered,SALE2024,48988,JNE
ORD001442,CUST0550,2023-11-08,309895,Depok,Jawa Barat,12537,Kartu Kredit,delivered,HARBOLNAS22,26105,JNE
ORD001443,CUST0167,2024-02-09,492688,Medan,Sumatera Utara,28178,Transfer Bank,shipped,RAMADAN23,43312,Pos Indonesia
ORD001444,CUST0270,2024-07-12,549000,Semarang,Jawa Tengah,16356,GoPay,delivered,,,J&T
ORD001445,CUST0107,2023-05-07,1135000,Depok,Jawa Barat,12747,QRIS,delivered,,,SiCepat
ORD001446,CUST0205,2024-08-23,597000,Palembang,Sumatera Selatan,27376,GoPay,delivered,,,J&T
ORD001447,CUST0364,2024-12-18,138000,Padang,Sumatera Barat,28101,Transfer Bank,shipped,,,Anteraja
ORD001448,CUST0615,2024-10-04,79000,Semarang,Jawa Tengah,15540,Transfer Bank,cancelled,,,Anteraja
ORD001449,CUST0607,2023-11-30,59000,Bogor,Jawa Barat,11125,GoPay,cancelled,,,SiCepat
ORD001450,CUST0745,2024-01-03,577000,Jakarta,DKI Jakarta,8537,OVO,cancelled,,,SiCepat
ORD001451,CUST0010,2023-11-15,299000,Manado,Sulawesi Utara,34107,Transfer Bank,cancelled,,,J&T
ORD001452,CUST0749,2024-03-27,199000,Tangerang,Banten,11217,GoPay,delivered,,,JNE
ORD001453,CUST0242,2024-11-12,315484,Bekasi,Jawa Barat,10275,Transfer Bank,shipped,NEWUSER,13516,J&T
ORD001454,CUST0659,2023-06-28,158000,Palembang,Sumatera Selatan,30635,Kartu Kredit,delivered,,,JNE
ORD001455,CUST0195,2024-06-02,377000,Bekasi,Jawa Barat,12023,Transfer Bank,returned,,,SiCepat
ORD001456,CUST0579,2024-08-01,93560,Palembang,Sumatera Selatan,26420,Transfer Bank,cancelled,SALE2024,25440,JNE
ORD001457,CUST0694,2023-12-08,119000,Makassar,Sulawesi Selatan,42394,Kartu Kredit,delivered,,,SiCepat
ORD001458,CUST0067,2023-08-12,72070,Jakarta,DKI Jakarta,8922,GoPay,delivered,WEEKEND25,16930,Anteraja
ORD001459,CUST0348,2024-04-19,458000,Bandung,Jawa Barat,14727,OVO,delivered,,,JNE
ORD001460,CUST0355,2022-11-04,229000,Medan,Sumatera Utara,29172,Kartu Kredit,delivered,,,JNE
ORD001461,CUST0553,2025-02-17,707000,Malang,Jawa Timur,16359,Kartu Kredit,delivered,,,JNE
ORD001462,CUST0115,2024-02-05,98000,Tangerang,Banten,13910,Transfer Bank,shipped,,,J&T
ORD001463,CUST0087,2024-02-14,348000,Yogyakarta,DI Yogyakarta,14452,Transfer Bank,cancelled,,,J&T
ORD001464,CUST0195,2023-04-13,158000,Bekasi,Jawa Barat,11056,Transfer Bank,delivered,,,SiCepat
ORD001465,CUST0725,2022-01-15,278000,Makassar,Sulawesi Selatan,32705,QRIS,returned,,,J&T
ORD001466,CUST0457,2025-02-22,549000,Malang,Jawa Timur,14461,OVO,delivered,,,J&T
ORD001467,CUST0062,2024-04-21,877000,Bekasi,Jawa Barat,13214,OVO,delivered,,,Pos Indonesia
ORD001468,CUST0317,2025-01-08,119000,Balikpapan,Kalimantan Timur,43163,GoPay,delivered,,,JNE
ORD001469,CUST0779,2024-09-10,135271,Bandung,Jawa Barat,12737,Transfer Bank,delivered,RAMADAN23,43729,JNE
ORD001470,CUST0376,2022-12-27,349000,Depok,Jawa Barat,13660,OVO,delivered,,,SiCepat
ORD001471,CUST0013,2022-11-30,59000,Makassar,Sulawesi Selatan,33746,OVO,delivered,,,J&T
ORD001472,CUST0653,2022-01-19,772937,Denpasar,Bali,22095,GoPay,shipped,SALE2024,25063,J&T
ORD001473,CUST0497,2023-01-09,598000,Makassar,Sulawesi Selatan,32358,QRIS,delivered,,,JNE
ORD001474,CUST0184,2024-03-04,1127000,Medan,Sumatera Utara,37765,Transfer Bank,shipped,,,JNE
ORD001475,CUST0684,2025-02-19,297000,Pontianak,Kalimantan Barat,30180,OVO,delivered,,,SiCepat
ORD001476,CUST0218,2024-11-10,1007000,Jakarta,DKI Jakarta,9650,GoPay,shipped,,,JNE
ORD001477,CUST0705,2024-07-30,1427000,Semarang,Jawa Tengah,12039,OVO,delivered,,,J&T
ORD001478,CUST0017,2024-06-19,526544,Surabaya,Jawa Timur,17187,GoPay,delivered,SALE2024,31456,SiCepat
ORD001479,CUST0459,2024-03-16,643389,Bekasi,Jawa Barat,11491,OVO,cancelled,SALE2024,22611,Anteraja
ORD001480,CUST0800,2024-04-09,679925,Padang,Sumatera Barat,31052,GoPay,delivered,WEEKEND25,44075,J&T
ORD001481,CUST0713,2024-08-31,1027000,Yogyakarta,DI Yogyakarta,15226,QRIS,shipped,,,Pos Indonesia
ORD001482,CUST0089,2023-05-09,1097000,Padang,Sumatera Barat,33198,QRIS,delivered,,,SiCepat
ORD001483,CUST0600,2022-03-21,562969,Semarang,Jawa Tengah,16046,QRIS,shipped,HARBOLNAS22,15031,SiCepat
ORD001484,CUST0395,2023-09-25,424789,Makassar,Sulawesi Selatan,30509,Transfer Bank,delivered,WEEKEND25,24211,J&T
ORD001485,CUST0696,2022-01-19,777391,Medan,Sumatera Utara,26303,Transfer Bank,delivered,FLASHSALE,49609,JNE
ORD001486,CUST0019,2024-04-04,748000,Malang,Jawa Timur,17739,GoPay,delivered,,,Anteraja
ORD001487,CUST0655,2025-01-31,498000,Bogor,Jawa Barat,12807,Kartu Kredit,cancelled,,,SiCepat
ORD001488,CUST0264,2025-02-04,1376000,Banjarmasin,Kalimantan Selatan,29191,GoPay,shipped,,,J&T
ORD001489,CUST0566,2023-03-16,119000,Malang,Jawa Timur,21924,Transfer Bank,delivered,,,JNE
ORD001490,CUST0533,2022-09-30,777000,Yogyakarta,DI Yogyakarta,15318,OVO,delivered,,,JNE
ORD001491,CUST0728,2023-05-23,232216,Malang,Jawa Timur,15912,Transfer Bank,shipped,SALE2024,15784,J&T
ORD001492,CUST0226,2022-07-15,112728,Surabaya,Jawa Timur,17943,Transfer Bank,delivered,RAMADAN23,36272,Anteraja
ORD001493,CUST0457,2024-02-26,268000,Malang,Jawa Timur,21561,GoPay,processing,,,J&T
ORD001494,CUST0263,2024-07-15,69000,Palembang,Sumatera Selatan,22257,Transfer Bank,delivered,,,J&T
ORD001495,CUST0290,2025-01-12,578000,Palembang,Sumatera Selatan,23271,OVO,delivered,,,JNE
ORD001496,CUST0514,2023-09-10,2357,Pontianak,Kalimantan Barat,36018,GoPay,delivered,HARBOLNAS22,46643,J&T
ORD001497,CUST0671,2024-01-21,208000,Malang,Jawa Timur,16233,OVO,processing,,,J&T
ORD001498,CUST0168,2023-08-21,1326669,Banjarmasin,Kalimantan Selatan,35253,Transfer Bank,shipped,RAMADAN23,20331,J&T
ORD001499,CUST0065,2024-05-01,598000,Pekanbaru,Riau,25202,Kartu Kredit,delivered,,,JNE
ORD001500,CUST0066,2022-08-21,140169,Malang,Jawa Timur,16237,Kartu Kredit,delivered,FLASHSALE,38831,JNE
ORD001501,CUST0581,2023-09-18,552413,Jakarta,DKI Jakarta,8799,OVO,delivered,MEMBER10,45587,Anteraja
ORD001502,CUST0702,2022-04-18,508000,Banjarmasin,Kalimantan Selatan,29973,OVO,cancelled,,,JNE
ORD001503,CUST0476,2023-02-19,998000,Makassar,Sulawesi Selatan,34390,OVO,shipped,,,JNE
ORD001504,CUST0314,2023-08-28,798137,Surabaya,Jawa Timur,13056,Kartu Kredit,shipped,SALE2024,38863,J&T
ORD001505,CUST0472,2024-06-28,268000,Manado,Sulawesi Utara,34437,Transfer Bank,cancelled,,,SiCepat
ORD001506,CUST0242,2023-09-16,69000,Bekasi,Jawa Barat,12756,QRIS,shipped,,,Anteraja
ORD001507,CUST0643,2022-12-29,101531,Surabaya,Jawa Timur,17016,Transfer Bank,delivered,MEMBER10,27469,SiCepat
ORD001508,CUST0139,2024-04-19,89000,Bekasi,Jawa Barat,11614,OVO,delivered,,,SiCepat
ORD001509,CUST0567,2023-08-13,178000,Pekanbaru,Riau,24548,GoPay,delivered,,,Pos Indonesia
ORD001510,CUST0400,2024-01-28,202261,Manado,Sulawesi Utara,38948,Transfer Bank,delivered,NEWUSER,26739,JNE
ORD001511,CUST0706,2025-01-28,249000,Malang,Jawa Timur,17286,Transfer Bank,cancelled,,,J&T
ORD001512,CUST0291,2023-06-12,1057383,Denpasar,Bali,21920,OVO,cancelled,RAMADAN23,40617,Anteraja
ORD001513,CUST0348,2023-10-09,578000,Bandung,Jawa Barat,14650,GoPay,shipped,,,JNE
ORD001514,CUST0308,2023-09-04,13612,Bandung,Jawa Barat,11322,OVO,delivered,MEMBER10,35388,Anteraja
ORD001515,CUST0296,2023-10-29,224399,Manado,Sulawesi Utara,39244,Transfer Bank,delivered,RAMADAN23,33601,JNE
ORD001516,CUST0246,2024-01-15,828000,Depok,Jawa Barat,9976,Transfer Bank,returned,,,SiCepat
ORD001517,CUST0241,2022-08-27,716000,Yogyakarta,DI Yogyakarta,15130,GoPay,delivered,,,JNE
ORD001518,CUST0245,2024-09-21,392253,Bogor,Jawa Barat,13145,QRIS,delivered,HARBOLNAS22,34747,SiCepat
ORD001519,CUST0610,2024-04-24,531920,Depok,Jawa Barat,11535,OVO,cancelled,WEEKEND25,15080,JNE
ORD001520,CUST0792,2023-02-12,725729,Palembang,Sumatera Selatan,23677,Transfer Bank,delivered,HARBOLNAS22,22271,JNE
ORD001521,CUST0493,2023-10-18,379759,Padang,Sumatera Barat,32379,QRIS,shipped,MEMBER10,19241,JNE
ORD001522,CUST0381,2022-08-20,129000,Malang,Jawa Timur,17118,OVO,processing,,,SiCepat
ORD001523,CUST0663,2022-02-09,199000,Makassar,Sulawesi Selatan,34217,GoPay,shipped,,,JNE
ORD001524,CUST0434,2022-06-19,736000,Pekanbaru,Riau,30500,OVO,processing,,,SiCepat
ORD001525,CUST0219,2024-08-23,229000,Palembang,Sumatera Selatan,30254,Transfer Bank,delivered,,,J&T
ORD001526,CUST0657,2024-04-13,249000,Padang,Sumatera Barat,24259,GoPay,shipped,,,JNE
ORD001527,CUST0549,2022-01-25,907000,Bekasi,Jawa Barat,10883,OVO,returned,,,J&T
ORD001528,CUST0634,2024-07-14,1178512,Pekanbaru,Riau,32115,GoPay,delivered,MEMBER10,18488,SiCepat
ORD001529,CUST0399,2023-03-13,746921,Banjarmasin,Kalimantan Selatan,38738,Transfer Bank,delivered,NEWUSER,31079,JNE
ORD001530,CUST0416,2023-06-06,79000,Palembang,Sumatera Selatan,29710,Kartu Kredit,processing,,,Anteraja
ORD001531,CUST0699,2025-02-15,640521,Pekanbaru,Riau,26128,OVO,shipped,MEMBER10,37479,SiCepat
ORD001532,CUST0469,2024-11-02,1026000,Surabaya,Jawa Timur,16028,Kartu Kredit,processing,,,Anteraja
ORD001533,CUST0215,2024-07-16,360318,Banjarmasin,Kalimantan Selatan,37581,QRIS,delivered,HARBOLNAS22,38682,JNE
ORD001534,CUST0001,2022-05-25,34466,Semarang,Jawa Tengah,16672,OVO,cancelled,FLASHSALE,14534,JNE
ORD001535,CUST0725,2025-02-13,455504,Makassar,Sulawesi Selatan,35467,Transfer Bank,delivered,HARBOLNAS22,43496,JNE
ORD001536,CUST0363,2022-07-26,263940,Surabaya,Jawa Timur,14158,Kartu Kredit,delivered,SALE2024,35060,J&T
ORD001537,CUST0358,2025-01-22,558000,Bekasi,Jawa Barat,13158,Transfer Bank,delivered,,,Pos Indonesia
ORD001538,CUST0050,2025-01-27,115447,Padang,Sumatera Barat,35098,Transfer Bank,delivered,WEEKEND25,13553,J&T
ORD001539,CUST0681,2023-01-21,191770,Surabaya,Jawa Timur,13631,Transfer Bank,delivered,NEWUSER,37230,J&T
ORD001540,CUST0498,2024-12-30,167320,Depok,Jawa Barat,12749,Kartu Kredit,delivered,MEMBER10,31680,Anteraja
ORD001541,CUST0633,2024-04-09,275610,Banjarmasin,Kalimantan Selatan,29815,OVO,processing,WEEKEND25,23390,SiCepat
ORD001542,CUST0588,2023-04-08,149000,Balikpapan,Kalimantan Timur,40129,OVO,delivered,,,SiCepat
ORD001543,CUST0072,2023-11-17,179000,Medan,Sumatera Utara,37234,Kartu Kredit,delivered,,,JNE
ORD001544,CUST0015,2023-05-23,307000,Medan,Sumatera Utara,35358,QRIS,shipped,,,JNE
ORD001545,CUST0431,2025-01-24,7675,Makassar,Sulawesi Selatan,37424,OVO,processing,FLASHSALE,41325,J&T
ORD001546,CUST0173,2023-11-02,229000,Pekanbaru,Riau,27918,GoPay,delivered,,,J&T
ORD001547,CUST0544,2025-01-19,149000,Manado,Sulawesi Utara,43769,OVO,returned,,,SiCepat
ORD001548,CUST0640,2024-12-23,179000,Denpasar,Bali,24526,GoPay,processing,,,SiCepat
ORD001549,CUST0148,2023-10-01,784094,Surabaya,Jawa Timur,12594,QRIS,delivered,RAMADAN23,42906,Anteraja
ORD001550,CUST0603,2023-08-20,149000,Padang,Sumatera Barat,36525,Transfer Bank,cancelled,,,J&T
ORD001551,CUST0772,2023-08-05,288000,Bogor,Jawa Barat,12815,QRIS,shipped,,,Anteraja
ORD001552,CUST0034,2024-08-08,179000,Palembang,Sumatera Selatan,28936,Transfer Bank,delivered,,,J&T
ORD001553,CUST0633,2022-11-24,449000,Balikpapan,Kalimantan Timur,44503,Transfer Bank,delivered,,,SiCepat
ORD001554,CUST0729,2025-01-28,987000,Malang,Jawa Timur,18600,Kartu Kredit,delivered,,,Anteraja
ORD001555,CUST0434,2025-02-17,161830,Bandung,Jawa Barat,12846,GoPay,delivered,WEEKEND25,37170,SiCepat
ORD001556,CUST0574,2025-02-02,687000,Padang,Sumatera Barat,30890,QRIS,delivered,,,JNE
ORD001557,CUST0120,2024-02-08,788843,Pontianak,Kalimantan Barat,33475,GoPay,delivered,SALE2024,38157,JNE
ORD001558,CUST0582,2023-12-29,707000,Medan,Sumatera Utara,38754,Kartu Kredit,cancelled,,,J&T
ORD001559,CUST0419,2024-02-19,199000,Medan,Sumatera Utara,28677,Transfer Bank,delivered,,,SiCepat
ORD001560,CUST0188,2023-06-27,299000,Padang,Sumatera Barat,25287,GoPay,delivered,,,JNE
ORD001561,CUST0736,2024-02-16,1236000,Pekanbaru,Riau,23768,Kartu Kredit,delivered,,,SiCepat
ORD001562,CUST0005,2023-03-06,83748,Bekasi,Jawa Barat,12385,Transfer Bank,delivered,MEMBER10,14252,JNE
ORD001563,CUST0002,2024-01-27,349000,Surabaya,Jawa Timur,13778,Kartu Kredit,delivered,,,JNE
ORD001564,CUST0727,2023-12-13,1557868,Semarang,Jawa Tengah,14661,Transfer Bank,shipped,HARBOLNAS22,38132,SiCepat
ORD001565,CUST0689,2024-10-11,156068,Medan,Sumatera Utara,31767,QRIS,shipped,SALE2024,42932,J&T
ORD001566,CUST0781,2022-08-26,119000,Yogyakarta,DI Yogyakarta,19631,QRIS,shipped,,,J&T
ORD001567,CUST0312,2023-09-03,119000,Tangerang,Banten,10297,GoPay,processing,,,J&T
ORD001568,CUST0504,2024-12-06,249000,Pontianak,Kalimantan Barat,37850,Transfer Bank,returned,,,SiCepat
ORD001569,CUST0683,2024-11-07,606000,Semarang,Jawa Tengah,14055,OVO,delivered,,,SiCepat
ORD001570,CUST0750,2023-06-13,526000,Bogor,Jawa Barat,14550,Transfer Bank,processing,,,JNE
ORD001571,CUST0074,2024-03-26,260052,Medan,Sumatera Utara,33279,Transfer Bank,delivered,HARI BELANJA,38948,JNE
ORD001572,CUST0509,2023-10-03,1206378,Manado,Sulawesi Utara,43892,Transfer Bank,cancelled,FLASHSALE,27622,J&T
ORD001573,CUST0726,2025-01-29,192178,Makassar,Sulawesi Selatan,39219,GoPay,cancelled,HARI BELANJA,36822,J&T
ORD001574,CUST0405,2022-04-30,1027000,Denpasar,Bali,27158,GoPay,delivered,,,SiCepat
ORD001575,CUST0528,2023-04-19,1098000,Bandung,Jawa Barat,12986,QRIS,processing,,,SiCepat
ORD001576,CUST0292,2022-11-15,230100,Tangerang,Banten,12136,Transfer Bank,processing,HARI BELANJA,18900,SiCepat
ORD001577,CUST0001,2024-01-29,497000,Palembang,Sumatera Selatan,32385,OVO,delivered,,,J&T
ORD001578,CUST0454,2023-01-07,627000,Makassar,Sulawesi Selatan,33662,Transfer Bank,delivered,,,JNE
ORD001579,CUST0356,2023-06-16,152534,Semarang,Jawa Tengah,16824,GoPay,delivered,WEEKEND25,26466,J&T
ORD001580,CUST0744,2024-10-31,537000,Jakarta,DKI Jakarta,9399,Transfer Bank,delivered,,,J&T
ORD001581,CUST0547,2022-03-11,510068,Semarang,Jawa Tengah,12774,Transfer Bank,delivered,HARBOLNAS22,46932,JNE
ORD001582,CUST0336,2024-05-01,1217000,Malang,Jawa Timur,17162,Transfer Bank,delivered,,,SiCepat
ORD001583,CUST0036,2023-09-17,179000,Denpasar,Bali,26430,GoPay,processing,,,JNE
ORD001584,CUST0772,2024-10-21,209599,Balikpapan,Kalimantan Timur,39902,Transfer Bank,delivered,NEWUSER,19401,J&T
ORD001585,CUST0112,2023-01-12,399000,Pontianak,Kalimantan Barat,38818,GoPay,delivered,,,SiCepat
ORD001586,CUST0597,2024-04-25,657000,Bogor,Jawa Barat,12459,Kartu Kredit,delivered,,,JNE
ORD001587,CUST0640,2024-10-02,158000,Denpasar,Bali,23739,Kartu Kredit,delivered,,,J&T
ORD001588,CUST0397,2024-12-17,588000,Balikpapan,Kalimantan Timur,35245,Kartu Kredit,processing,,,Anteraja
ORD001589,CUST0482,2024-09-15,129000,Bandung,Jawa Barat,11592,Transfer Bank,delivered,,,JNE
ORD001590,CUST0701,2024-12-01,798000,Pontianak,Kalimantan Barat,40322,GoPay,delivered,,,Anteraja
ORD001591,CUST0565,2023-04-08,129000,Medan,Sumatera Utara,26272,Kartu Kredit,delivered,,,JNE
ORD001592,CUST0074,2024-12-26,329000,Balikpapan,Kalimantan Timur,39054,OVO,processing,,,Anteraja
ORD001593,CUST0455,2023-08-09,897000,Pekanbaru,Riau,30249,OVO,cancelled,,,JNE
ORD001594,CUST0659,2023-10-16,329000,Palembang,Sumatera Selatan,24866,GoPay,delivered,,,Anteraja
ORD001595,CUST0489,2025-02-04,325823,Depok,Jawa Barat,11532,GoPay,delivered,SALE2024,31177,SiCepat
ORD001596,CUST0143,2024-11-27,56784,Manado,Sulawesi Utara,32795,OVO,processing,WEEKEND25,41216,J&T
ORD001597,CUST0256,2024-09-28,1435000,Surabaya,Jawa Timur,14619,GoPay,delivered,,,J&T
ORD001598,CUST0558,2023-12-07,426000,Manado,Sulawesi Utara,35659,Transfer Bank,delivered,,,JNE
ORD001599,CUST0307,2024-06-13,599000,Pontianak,Kalimantan Barat,31949,Kartu Kredit,processing,,,J&T
ORD001600,CUST0463,2022-02-11,329000,Bekasi,Jawa Barat,12854,Kartu Kredit,cancelled,,,SiCepat
ORD001601,CUST0208,2024-05-22,548000,Manado,Sulawesi Utara,34381,GoPay,delivered,,,SiCepat
ORD001602,CUST0387,2024-08-31,915000,Depok,Jawa Barat,12943,GoPay,processing,,,Pos Indonesia
ORD001603,CUST0776,2023-12-06,511391,Bekasi,Jawa Barat,9786,OVO,cancelled,SALE2024,24609,Anteraja
ORD001604,CUST0143,2024-12-01,627141,Depok,Jawa Barat,10519,GoPay,shipped,SALE2024,30859,JNE
ORD001605,CUST0552,2024-04-03,229000,Padang,Sumatera Barat,24058,Transfer Bank,delivered,,,J&T
ORD001606,CUST0196,2023-05-28,1196000,Semarang,Jawa Tengah,14526,QRIS,delivered,,,SiCepat
ORD001607,CUST0143,2022-03-25,299467,Medan,Sumatera Utara,31007,Transfer Bank,delivered,NEWUSER,29533,Anteraja
ORD001608,CUST0449,2023-11-22,399000,Manado,Sulawesi Utara,40818,Transfer Bank,delivered,,,JNE
ORD001609,CUST0667,2024-07-15,617000,Semarang,Jawa Tengah,15218,Transfer Bank,delivered,,,JNE
ORD001610,CUST0527,2024-04-07,10616,Malang,Jawa Timur,17319,GoPay,delivered,RAMADAN23,38384,SiCepat
ORD001611,CUST0246,2023-11-23,353649,Depok,Jawa Barat,9283,Transfer Bank,delivered,SALE2024,44351,SiCepat
ORD001612,CUST0281,2023-06-10,431482,Pontianak,Kalimantan Barat,40290,Transfer Bank,shipped,HARBOLNAS22,43518,J&T
ORD001613,CUST0320,2024-02-02,981191,Bekasi,Jawa Barat,12396,OVO,shipped,HARBOLNAS22,16809,SiCepat
ORD001614,CUST0453,2023-11-11,420710,Malang,Jawa Timur,20793,OVO,delivered,HARBOLNAS22,37290,SiCepat
ORD001615,CUST0399,2024-09-18,1535000,Banjarmasin,Kalimantan Selatan,35710,Kartu Kredit,delivered,,,SiCepat
ORD001616,CUST0793,2024-04-12,549000,Pekanbaru,Riau,26165,Kartu Kredit,delivered,,,JNE
ORD001617,CUST0632,2024-01-06,173666,Banjarmasin,Kalimantan Selatan,38793,Transfer Bank,delivered,FLASHSALE,25334,Anteraja
ORD001618,CUST0228,2024-02-16,677000,Malang,Jawa Timur,16086,GoPay,processing,,,J&T
ORD001619,CUST0170,2023-10-06,279000,Bekasi,Jawa Barat,10473,GoPay,shipped,,,J&T
ORD001620,CUST0697,2023-02-28,119000,Bandung,Jawa Barat,13215,GoPay,delivered,,,SiCepat
ORD001621,CUST0336,2024-08-24,25055,Jakarta,DKI Jakarta,10918,Transfer Bank,shipped,SALE2024,33945,SiCepat
ORD001622,CUST0047,2024-03-16,229000,Malang,Jawa Timur,17255,Kartu Kredit,processing,,,JNE
ORD001623,CUST0696,2024-08-21,547000,Medan,Sumatera Utara,29208,Transfer Bank,delivered,,,JNE
ORD001624,CUST0261,2024-05-18,105501,Banjarmasin,Kalimantan Selatan,32027,Kartu Kredit,delivered,MEMBER10,43499,JNE
ORD001625,CUST0508,2024-06-19,520065,Manado,Sulawesi Utara,37160,Transfer Bank,delivered,MEMBER10,28935,JNE
ORD001626,CUST0264,2023-12-08,707000,Banjarmasin,Kalimantan Selatan,39334,Transfer Bank,delivered,,,Anteraja
ORD001627,CUST0705,2023-09-13,763196,Semarang,Jawa Tengah,15987,Kartu Kredit,delivered,WEEKEND25,13804,SiCepat
ORD001628,CUST0786,2023-08-09,288000,Bogor,Jawa Barat,10054,OVO,delivered,,,JNE
ORD001629,CUST0547,2024-10-21,99000,Semarang,Jawa Tengah,14507,Transfer Bank,delivered,,,J&T
ORD001630,CUST0337,2023-08-12,399000,Balikpapan,Kalimantan Timur,37054,GoPay,delivered,,,J&T
ORD001631,CUST0536,2022-06-05,79000,Medan,Sumatera Utara,35609,OVO,delivered,,,JNE
ORD001632,CUST0528,2023-10-08,1565000,Bandung,Jawa Barat,12931,Transfer Bank,delivered,,,SiCepat
ORD001633,CUST0573,2024-04-10,75782,Bogor,Jawa Barat,10247,Transfer Bank,delivered,HARI BELANJA,23218,SiCepat
ORD001634,CUST0689,2024-08-28,1086000,Medan,Sumatera Utara,29513,Kartu Kredit,returned,,,JNE
ORD001635,CUST0345,2024-08-08,1347000,Denpasar,Bali,21541,Kartu Kredit,delivered,,,JNE
ORD001636,CUST0747,2024-01-17,1385000,Jakarta,DKI Jakarta,9201,Kartu Kredit,shipped,,,J&T
ORD001637,CUST0702,2024-09-15,118000,Manado,Sulawesi Utara,33119,OVO,delivered,,,Anteraja
ORD001638,CUST0316,2024-02-02,577527,Depok,Jawa Barat,11718,GoPay,delivered,HARI BELANJA,20473,SiCepat
ORD001639,CUST0563,2024-09-05,471502,Manado,Sulawesi Utara,33927,Transfer Bank,delivered,RAMADAN23,36498,J&T
ORD001640,CUST0027,2024-05-04,154943,Pontianak,Kalimantan Barat,33696,OVO,delivered,MEMBER10,24057,J&T
ORD001641,CUST0467,2024-04-04,598000,Jakarta,DKI Jakarta,9509,OVO,returned,,,JNE
ORD001642,CUST0278,2024-01-01,178000,Balikpapan,Kalimantan Timur,42029,Transfer Bank,processing,,,J&T
ORD001643,CUST0053,2024-05-25,118000,Malang,Jawa Timur,20297,QRIS,delivered,,,J&T
ORD001644,CUST0768,2024-03-15,787000,Denpasar,Bali,24237,QRIS,shipped,,,J&T
ORD001645,CUST0492,2024-07-14,1097000,Pekanbaru,Riau,27270,QRIS,delivered,,,Anteraja
ORD001646,CUST0250,2025-02-03,595218,Bekasi,Jawa Barat,10536,QRIS,shipped,FLASHSALE,22782,JNE
ORD001647,CUST0732,2023-11-04,339076,Bekasi,Jawa Barat,10838,OVO,delivered,MEMBER10,17924,Pos Indonesia
ORD001648,CUST0206,2025-02-22,897000,Bogor,Jawa Barat,14048,GoPay,delivered,,,SiCepat
ORD001649,CUST0590,2025-02-04,246000,Bandung,Jawa Barat,11744,OVO,delivered,,,J&T
ORD001650,CUST0623,2025-02-07,658000,Manado,Sulawesi Utara,42306,Transfer Bank,cancelled,,,J&T
ORD001651,CUST0148,2024-05-08,299000,Depok,Jawa Barat,10901,OVO,delivered,,,J&T
ORD001652,CUST0290,2023-08-29,229000,Palembang,Sumatera Selatan,32704,Transfer Bank,delivered,,,SiCepat
ORD001653,CUST0360,2022-03-13,349000,Palembang,Sumatera Selatan,26216,Transfer Bank,shipped,,,Pos Indonesia
ORD001654,CUST0057,2024-12-14,69000,Semarang,Jawa Tengah,15567,GoPay,delivered,,,SiCepat
ORD001655,CUST0668,2022-07-19,478000,Padang,Sumatera Barat,29487,Transfer Bank,delivered,,,Pos Indonesia
ORD001656,CUST0070,2023-09-02,98000,Padang,Sumatera Barat,27675,Transfer Bank,delivered,,,SiCepat
ORD001657,CUST0574,2023-06-11,785000,Makassar,Sulawesi Selatan,36697,Transfer Bank,delivered,,,J&T
ORD001658,CUST0037,2024-09-16,628000,Denpasar,Bali,24739,Transfer Bank,processing,,,J&T
ORD001659,CUST0326,2024-10-05,215196,Palembang,Sumatera Selatan,27138,GoPay,delivered,HARI BELANJA,33804,SiCepat
ORD001660,CUST0078,2024-04-16,59000,Denpasar,Bali,29633,GoPay,delivered,,,Pos Indonesia
ORD001661,CUST0343,2024-01-22,199000,Balikpapan,Kalimantan Timur,38069,GoPay,delivered,,,JNE
